[2026-03-19T23:24:37.186Z] {"timestamp":1773962677086,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":929,"height":925},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"email","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:307","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:307\"]"}}}
[2026-03-19T23:59:26.868Z] {"timestamp":1773964766517,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"email","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:307","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:307\"]"}}}
[2026-03-19T23:59:29.847Z] {"timestamp":1773964767159,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"email","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:307","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:307\"]"},"value":""}}
[2026-03-20T00:01:34.144Z] {"timestamp":1773964893404,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"email","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:307","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:307\"]"}}}
[2026-03-20T00:01:34.144Z] {"timestamp":1773964893427,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":1822,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:36.153Z] {"timestamp":1773964894856,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"input","id":null,"name":null,"type":"email","role":null,"ariaLabel":null,"testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:307","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:307\"]"},"value":""}}
[2026-03-20T00:01:36.153Z] {"timestamp":1773964894856,"kind":"focusin","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":"Close","testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:125","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:125\"]"}}}
[2026-03-20T00:01:36.153Z] {"timestamp":1773964894965,"kind":"click","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"path","id":null,"name":null,"type":null,"role":null,"ariaLabel":null,"testId":null,"dataLoc":null,"href":null,"text":"","selectorHint":"path"},"x":1178,"y":182}}
[2026-03-20T00:01:36.153Z] {"timestamp":1773964894979,"kind":"focusout","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"target":{"tag":"button","id":null,"name":null,"type":null,"role":null,"ariaLabel":"Close","testId":null,"dataLoc":"client\\src\\components\\WaitlistModal.tsx:125","href":null,"text":"","selectorHint":"[data-loc=\"client\\src\\components\\WaitlistModal.tsx:125\"]"},"value":null}}
[2026-03-20T00:01:36.153Z] {"timestamp":1773964895710,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":1842,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:38.152Z] {"timestamp":1773964896211,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":393,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:38.152Z] {"timestamp":1773964896842,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":3,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:38.152Z] {"timestamp":1773964897421,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":283,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:38.152Z] {"timestamp":1773964897953,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":280,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:40.141Z] {"timestamp":1773964898460,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":259,"documentHeight":4655,"viewportHeight":953}}
[2026-03-20T00:01:40.141Z] {"timestamp":1773964899034,"kind":"scroll","url":"http://localhost:3000/","viewport":{"width":1920,"height":953},"payload":{"scrollX":0,"scrollY":248,"documentHeight":4655,"viewportHeight":953}}
